Rating,Title,Review,Review_Date
1.0,While call to headset voice not clearly. Don't purchase anybody,While call to headset voice not clearly. Don't purchase anybody,Reviewed in India 🇮🇳 on 11 October 2022
4.0,Good product,It is working good,Reviewed in India 🇮🇳 on 1 December 2021
5.0,BEST PRODUCT IN THIS PRICE RANGE.,BEST PRODUCT IN THIS PRICE RANGE. SOUND QUALITY IS GOOD,Reviewed in India 🇮🇳 on 24 June 2022
5.0,sleek and smart design,but drivers must more upto 12mm.then it will be outstanding...,Reviewed in India 🇮🇳 on 24 June 2022
1.0,Left side not working,I dislike whole product,Reviewed in India 🇮🇳 on 26 October 2022
4.0,Can you change this boat airdopes,"Sound quality ok, but speaking time Eco voice in opposite side, voice break.",Reviewed in India 🇮🇳 on 16 September 2021
2.0,Not good,The media could not be loaded.,Reviewed in India 🇮🇳 on 22 August 2022
2.0,Normal quality,Not bad,Reviewed in India 🇮🇳 on 1 July 2022
5.0,Nice,Nice,Reviewed in India 🇮🇳 on 16 July 2022
4.0,Dont buy this product,Hate this product . It is waste od money . My earphones stopped working within a month.,Reviewed in India 🇮🇳 on 24 August 2021
1.0,LHS is not working at all after using 1-2 times only,It's need repaired in short time and no option availablr,Reviewed in India 🇮🇳 on 11 October 2022
1.0,Worst product,One earphone works and other is dead,Reviewed in India 🇮🇳 on 17 October 2022
4.0,Nice Product and cost effective,,Reviewed in India 🇮🇳 on 10 December 2021
5.0,Very good product,It actually stays for 3-4 days.. Once charged had A very good experience since a month,Reviewed in India 🇮🇳 on 10 June 2022
1.0,Useless product,Useless product which i want to return.,Reviewed in India 🇮🇳 on 16 October 2022
4.0,Good one after two months good,Nice one,Reviewed in India 🇮🇳 on 9 December 2021
3.0,Close box,Extra buds (which are clearly mention to be with the item) are not there in the box.,Reviewed in India 🇮🇳 on 7 December 2021
3.0,"Not for calls, only for AV",After 3 months one unit is not working.Sound quality is excellent but not for calls.Receiving power was not at all up-to mark.Noise reduction was pathetic,Reviewed in India 🇮🇳 on 24 October 2021
3.0,Lapat ka khrav ho gaya hi,"The media could not be loaded.
                



 Sabhajeet",Reviewed in India 🇮🇳 on 12 January 2022
2.0,Not so good experience,"Bad experience in first week: In voice calls, person at other end was not able to hear my voice clear and loud. They said they heard a very low voice.I got this compliant during all my office calls done through laptop or phone.",Reviewed in India 🇮🇳 on 16 March 2022
1.0,Item very poor,Sometime saund not working auto matik lag,Reviewed in India 🇮🇳 on 17 October 2022
5.0,Very nyc product,Very good product,Reviewed in India 🇮🇳 on 8 July 2022
5.0,Great Deal,Nice,Reviewed in India 🇮🇳 on 14 July 2022
4.0,Good,Good,Reviewed in India 🇮🇳 on 25 December 2021
4.0,Excellent product with good sound quality,"Am satisfied with this product,good sound quality",Reviewed in India 🇮🇳 on 9 November 2021
5.0,"My honest opinion it's really good this much price really love it,,",Really this much price it was so good.just love 💕 it,Reviewed in India 🇮🇳 on 20 June 2022
4.0,Good and affordable,Good product to buy. We recommend,Reviewed in India 🇮🇳 on 14 November 2021
5.0,Superb,Nice,Reviewed in India 🇮🇳 on 12 July 2022
5.0,Ok,Ok,Reviewed in India 🇮🇳 on 13 July 2022
1.0,Bad,Dad,Reviewed in India 🇮🇳 on 5 November 2022
4.0,Nice but it's sound get out also that other person can also listen I think that thing,Liked,Reviewed in India 🇮🇳 on 22 December 2021
5.0,Best sound,Best quality and low price,Reviewed in India 🇮🇳 on 7 July 2022
4.0,"Nice product , just buy it. Trust me it's really good product.😊","It's really-really good if you need my opinion , so buy it .",Reviewed in India 🇮🇳 on 13 September 2021
3.0,"Out put around is ok, and input voice is worst","Detect so much noise, it's worst to talk phone calls, for listening music it's ok",Reviewed in India 🇮🇳 on 12 December 2021
4.0,Buy it and u will be proud,Everything is like no things to unlike,Reviewed in India 🇮🇳 on 6 November 2021
4.0,Worth for Money,"The media could not be loaded.
                



 Good for traveling",Reviewed in India 🇮🇳 on 30 December 2021
2.0,Not bad,Ok,Reviewed in India 🇮🇳 on 2 July 2022
4.0,Worth to the price.,Worth to the price.,Reviewed in India 🇮🇳 on 29 November 2021
3.0,No Bass sound.,No Bass sound. Not recommended,Reviewed in India 🇮🇳 on 16 January 2022
4.0,Good,Good,Reviewed in India 🇮🇳 on 23 December 2021
5.0,Best of best,Best comptable use for ears,4 July 2022
4.0,Awsome,Really nice.. Long life..,20 November 2021
1.0,Unclear audio for the listener when making calls,"Very poor audio quality on calls for the listener - when you speak, you sound muffled and as if speaking from afar. Tried this with 2 units of the same model. same issue. Tested with 3 different smart phones so it's not a phone issue. It's the earbuds. Let's see if the replacement being sent is any good",7 August 2022
4.0,Best,Sound quality is v. good,23 November 2021
3.0,Bad Microphone,"Sound quality is very good and suitable for listening to songs, however not good for calls, as the mic is pretty bad.",16 November 2021
5.0,Best sound.. music time,It's best sound.. no distrubance,7 July 2022
4.0,Long battery,Best product at this price range,13 November 2021
4.0,Good  product,Good sound,9 December 2021
4.0,Total nice production. Bass👍👍,Nice production and very smooth sound quality,6 November 2021
3.0,average,sound quality OK but bass is unsatisfactory.,13 January 2022
5.0,Awesome & economical  product,Overall the product is good,Reviewed in India 🇮🇳 on 7 July 2022
4.0,Best,The best one,Reviewed in India 🇮🇳 on 6 December 2021
3.0,Need improvement in mic.,"Media audio is good.While calling, the mic reception is not upto the mark. Needed to talk more loudly than normal. The plastic case dont look like a strong one.",Reviewed in India 🇮🇳 on 8 October 2021
4.0,Ok for money,It's good,Reviewed in India 🇮🇳 on 9 December 2021
1.0,I want to riturn,Very bad,Reviewed in India 🇮🇳 on 30 October 2022
5.0,👌,Good,Reviewed in India 🇮🇳 on 15 July 2022
4.0,Nice 👍,Nice,Reviewed in India 🇮🇳 on 21 December 2021
1.0,Quality of the product: Poor,"The absolute worst!A waste of money, they don’t charge, and even though the charging percentage is showing 95% the airdope keeps saying oops battery low, cannot even finish listening to a single song and now they’re not working at all!!👎🏻",Reviewed in India 🇮🇳 on 26 August 2022
3.0,Disappointed,"Very disappointed with the product. Firstly, the earphones do not charge properly. After charging it a 100%, within no time the left ear piece displays battery low. Secondly, the other ear piece hardly last 30 minutes.",Reviewed in India 🇮🇳 on 15 September 2021
3.0,Not meant for calling,Not at all suitable for calling. Either you need to speak loudly or need to bring out the ear phone to your mouth then only caller can listen your voice.As per as music is concern it is good for that but sometimes there is a lagging.,Reviewed in India 🇮🇳 on 25 July 2021
3.0,Noise cancellation is not so great...,Size and battery backup are good. Noise cancellation is not so great...,Reviewed in India 🇮🇳 on 24 December 2021
4.0,Good Product,The media could not be loaded.,Reviewed in India 🇮🇳 on 12 January 2022
4.0,Boat airdopes121v2,Satisfactory in this price.,Reviewed in India 🇮🇳 on 1 December 2021
5.0,Nice one,Nice ear airdot!,Reviewed in India 🇮🇳 on 8 July 2022
3.0,Good,It's good product for less price but the small mistake is less noice cancellation should hearing clearly in phone calls,Reviewed in India 🇮🇳 on 30 November 2021
4.0,Supar,Supar Devesh excellent device,Reviewed in India 🇮🇳 on 19 November 2021
5.0,Good but noise cancellation is not there.,,Reviewed in India 🇮🇳 on 11 July 2022
4.0,Best head set ever.,Amazing product. Love the audibility. Super classy color. 1 back draw is that I ordered mine in blue color but received black. But still its really pretty.,Reviewed in India 🇮🇳 on 8 July 2021
4.0,Nice Product,nice sound bass,Reviewed in India 🇮🇳 on 3 December 2021
4.0,I find it big for my ear. I expected it softer,Over all good,Reviewed in India 🇮🇳 on 8 December 2021
5.0,Wireless beauty,This is much more comfortable than all plastic mades. The end earpiece is rubber which makes it smoother for the ears and one can easily use it while sleeping.,Reviewed in India 🇮🇳 on 20 April 2022
3.0,Boat blue tooth ear phone feedback,Voice quality in bluetooth while on call is not good . opposite person can't hear voice .Bass quality is not good,Reviewed in India 🇮🇳 on 17 November 2021
4.0,Nice sound quality,"Super sound quality, with best bass in this range. After using more than 2 months of use I am giving the review. I am totally satisfied with this purchase and will recommend everyone to buy it",Reviewed in India 🇮🇳 on 2 June 2021
1.0,Worst product. Bekar chins mall. Indian company fooling indians with China made.,"Please Don't purchase any product from boat company. I have purchased this product used it for only 8 months within 1year and within warranty the product is malfunctioning, Bad sound quality, bad noise cancelation, not charging, unable to on it and unable to use it. I am hered that boat company products are useless and now they told to replace but the service is also worst. Bekaar China mall.",Reviewed in India 🇮🇳 on 30 July 2022
